rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,stoch1,stoch2,stoch3,stoch4,stoch5,stoch6,ema20Slope1,ema20Slope2,ema20Slope3,ema20Slope4,ema20Slope5,ema20Slope6,ema50Slope1,ema50Slope2,ema50Slope3,ema50Slope4,ema50Slope5,ema50Slope6,ema100Slope1,ema100Slope2,ema100Slope3,ema100Slope4,ema100Slope5,ema100Slope6,ema200Slope1,ema200Slope2,ema200Slope3,ema200Slope4,ema200Slope5,ema200Slope6,std1,std2,std3,std4,std5,std6,mom1,mom2,mom3,mom4,mom5,mom6,BB_up_percen1,BB_up_percen2,BB_up_percen3,BB_up_percen4,BB_up_percen5,BB_up_percen6,cci1,cci2,cci3,cci4,cci5,cci6,force1,force2,force3,force4,force5,force6,macd1,macd2,macd3,macd4,macd5,macd6,bearsPower1,bearsPower2,bearsPower3,bearsPower4,bearsPower5,bearsPower6,bullsPower1,bullsPower2,bullsPower3,bullsPower4,bullsPower5,bullsPower6,WPR1,WPR2,WPR3,WPR4,WPR5,WPR6,close1,close2,close3,close4,close5,close6,hour,dayOfWeek,tipo
26.71,21.32,14.31,14.37,13.95,14.87,25.57,12.15,6.96,9.16,10.25,14.81,-0.00082,-0.00107,-0.00138,-0.00151,-0.00169,-0.00169,-0.00061,-0.0007,-0.0008,-0.00083,-0.00087,-0.00084,-0.00045,-0.00049,-0.00054,-0.00055,-0.00056,-0.00054,-1.32957,-0.00034,-0.00036,-0.00037,-0.00037,-0.00036,0.00906,0.00878,0.00825,0.00738,0.00627,0.00476,98.79,98.67,98.5,98.54,98.56,98.78,0.21,0.13,0.02,-0.06,-0.2,-0.38,-63.4,-88,-117.87,-154.77,-210.74,-325.92,-22.34,-12.51,-4.47,-7.68,-8.04,-21.53,-0.00543,-0.00543,-0.0052,-0.00464,-0.00386,-0.0028,-0.00748,-0.00928,-0.01076,-0.01328,-0.01391,-0.01776,-0.00298,-0.00682,-0.00991,-0.01144,-0.01178,-0.00827,-78.99,-85.54,-93.37,-93,-93.5,-86.7,1.2971,1.2971,1.2971,1.2971,1.2971,1.2971,16,5,1
24.92,26.71,21.32,14.31,14.37,13.95,51.12,25.57,12.15,6.96,9.16,10.25,-0.00089,-0.00082,-0.00107,-0.00138,-0.00151,-0.00169,-0.00064,-0.00061,-0.0007,-0.0008,-0.00083,-0.00087,-0.00047,-0.00045,-0.00049,-0.00054,-0.00055,-0.00056,-1.32925,-0.00032,-0.00034,-0.00036,-0.00037,-0.00037,0.00939,0.00906,0.00878,0.00825,0.00738,0.00627,98.59,98.79,98.67,98.5,98.54,98.56,0.19,0.21,0.13,0.02,-0.06,-0.2,-59.04,-63.4,-88,-117.87,-154.77,-210.74,-15.4,-22.34,-12.51,-4.47,-7.68,-8.04,-0.00548,-0.00543,-0.00543,-0.0052,-0.00464,-0.00386,-0.00644,-0.00748,-0.00928,-0.01076,-0.01328,-0.01391,-0.0028,-0.00298,-0.00682,-0.00991,-0.01144,-0.01178,-85.37,-78.99,-85.54,-93.37,-93,-93.5,1.2955,1.2955,1.2955,1.2955,1.2955,1.2955,20,5,1
24.43,24.92,26.71,21.32,14.31,14.37,53.68,51.12,25.57,12.15,6.96,9.16,-0.00084,-0.00089,-0.00082,-0.00107,-0.00138,-0.00151,-0.00064,-0.00064,-0.00061,-0.0007,-0.0008,-0.00083,-0.00047,-0.00047,-0.00045,-0.00049,-0.00054,-0.00055,-1.32891,-0.00034,-0.00032,-0.00034,-0.00036,-0.00037,0.00959,0.00939,0.00906,0.00878,0.00825,0.00738,98.52,98.59,98.79,98.67,98.5,98.54,0.21,0.19,0.21,0.13,0.02,-0.06,-55.8,-59.04,-63.4,-88,-117.87,-154.77,-5.11,-15.4,-22.34,-12.51,-4.47,-7.68,-0.0055,-0.00548,-0.00543,-0.00543,-0.0052,-0.00464,-0.00512,-0.00644,-0.00748,-0.00928,-0.01076,-0.01328,-0.00402,-0.0028,-0.00298,-0.00682,-0.00991,-0.01144,-86.79,-85.37,-78.99,-85.54,-93.37,-93,1.2951,1.2951,1.2951,1.2951,1.2951,1.2951,0,1,1
25.87,24.43,24.92,26.71,21.32,14.31,42.11,53.68,51.12,25.57,12.15,6.96,-0.00072,-0.00084,-0.00089,-0.00082,-0.00107,-0.00138,-0.0006,-0.00064,-0.00064,-0.00061,-0.0007,-0.0008,-0.00045,-0.00047,-0.00047,-0.00045,-0.00049,-0.00054,-1.32857,-0.00034,-0.00034,-0.00032,-0.00034,-0.00036,0.00965,0.00959,0.00939,0.00906,0.00878,0.00825,98.62,98.52,98.59,98.79,98.67,98.5,0.25,0.21,0.19,0.21,0.13,0.02,-49,-55.8,-59.04,-63.4,-88,-117.87,-7.69,-5.11,-15.4,-22.34,-12.51,-4.47,-0.00542,-0.0055,-0.00548,-0.00543,-0.00543,-0.0052,-0.00452,-0.00512,-0.00644,-0.00748,-0.00928,-0.01076,-0.00352,-0.00402,-0.0028,-0.00298,-0.00682,-0.00991,-85.12,-86.79,-85.37,-78.99,-85.54,-93.37,1.2955,1.2955,1.2955,1.2955,1.2955,1.2955,4,1,1
23.68,25.87,24.43,24.92,26.71,21.32,28.33,42.11,53.68,51.12,25.57,12.15,-0.00082,-0.00072,-0.00084,-0.00089,-0.00082,-0.00107,-0.00064,-0.0006,-0.00064,-0.00064,-0.00061,-0.0007,-0.00048,-0.00045,-0.00047,-0.00047,-0.00045,-0.00049,-1.32825,-0.00033,-0.00034,-0.00034,-0.00032,-0.00034,0.00969,0.00965,0.00959,0.00939,0.00906,0.00878,98.39,98.62,98.52,98.59,98.79,98.67,0.23,0.25,0.21,0.19,0.21,0.13,-54.42,-49,-55.8,-59.04,-63.4,-88,-8.52,-7.69,-5.11,-15.4,-22.34,-12.51,-0.00543,-0.00542,-0.0055,-0.00548,-0.00543,-0.00543,-0.00545,-0.00452,-0.00512,-0.00644,-0.00748,-0.00928,-0.00298,-0.00352,-0.00402,-0.0028,-0.00298,-0.00682,-92.65,-85.12,-86.79,-85.37,-78.99,-85.54,1.2937,1.2937,1.2937,1.2937,1.2937,1.2937,8,1,1
26.87,23.68,25.87,24.43,24.92,26.71,25.91,28.33,42.11,53.68,51.12,25.57,-0.00066,-0.00082,-0.00072,-0.00084,-0.00089,-0.00082,-0.00058,-0.00064,-0.0006,-0.00064,-0.00064,-0.00061,-0.00045,-0.00048,-0.00045,-0.00047,-0.00047,-0.00045,-1.3279,-0.00034,-0.00033,-0.00034,-0.00034,-0.00032,0.00959,0.00969,0.00965,0.00959,0.00939,0.00906,98.49,98.39,98.62,98.52,98.59,98.79,0.28,0.23,0.25,0.21,0.19,0.21,-50.3,-54.42,-49,-55.8,-59.04,-63.4,-19.85,-8.52,-7.69,-5.11,-15.4,-22.34,-0.00531,-0.00543,-0.00542,-0.0055,-0.00548,-0.00543,-0.00491,-0.00545,-0.00452,-0.00512,-0.00644,-0.00748,-0.00291,-0.00298,-0.00352,-0.00402,-0.0028,-0.00298,-89.06,-92.65,-85.12,-86.79,-85.37,-78.99,1.2946,1.2946,1.2946,1.2946,1.2946,1.2946,12,1,1
26,26.87,23.68,25.87,24.43,24.92,20.96,25.91,28.33,42.11,53.68,51.12,-0.00066,-0.00066,-0.00082,-0.00072,-0.00084,-0.00089,-0.00058,-0.00058,-0.00064,-0.0006,-0.00064,-0.00064,-0.00046,-0.00045,-0.00048,-0.00045,-0.00047,-0.00047,-1.32757,-0.00033,-0.00034,-0.00033,-0.00034,-0.00034,0.00943,0.00959,0.00969,0.00965,0.00959,0.00939,98.42,98.49,98.39,98.62,98.52,98.59,0.28,0.28,0.23,0.25,0.21,0.19,-48.35,-50.3,-54.42,-49,-55.8,-59.04,-18.81,-19.85,-8.52,-7.69,-5.11,-15.4,-0.00521,-0.00531,-0.00543,-0.00542,-0.0055,-0.00548,-0.00404,-0.00491,-0.00545,-0.00452,-0.00512,-0.00644,-0.00173,-0.00291,-0.00298,-0.00352,-0.00402,-0.0028,-91.71,-89.06,-92.65,-85.12,-86.79,-85.37,1.2939,1.2939,1.2939,1.2939,1.2939,1.2939,16,1,1
22.05,26,26.87,23.68,25.87,24.43,31.23,20.96,25.91,28.33,42.11,53.68,-0.0009,-0.00066,-0.00066,-0.00082,-0.00072,-0.00084,-0.00069,-0.00058,-0.00058,-0.00064,-0.0006,-0.00064,-0.00051,-0.00046,-0.00045,-0.00048,-0.00045,-0.00047,-1.32724,-0.00033,-0.00033,-0.00034,-0.00033,-0.00034,0.00925,0.00943,0.00959,0.00969,0.00965,0.00959,98.19,98.42,98.49,98.39,98.62,98.52,0.23,0.28,0.28,0.23,0.25,0.21,-147.27,-48.35,-50.3,-54.42,-49,-55.8,-11.58,-18.81,-19.85,-8.52,-7.69,-5.11,-0.00533,-0.00521,-0.00531,-0.00543,-0.00542,-0.0055,-0.00838,-0.00404,-0.00491,-0.00545,-0.00452,-0.00512,-0.00138,-0.00173,-0.00291,-0.00298,-0.00352,-0.00402,-90.08,-91.71,-89.06,-92.65,-85.12,-86.79,1.2907,1.2907,1.2907,1.2907,1.2907,1.2907,20,1,0
21.26,22.05,26,26.87,23.68,25.87,29.23,31.23,20.96,25.91,28.33,42.11,-0.00089,-0.0009,-0.00066,-0.00066,-0.00082,-0.00072,-0.00069,-0.00069,-0.00058,-0.00058,-0.00064,-0.0006,-0.00052,-0.00051,-0.00046,-0.00045,-0.00048,-0.00045,-1.32687,-0.00036,-0.00033,-0.00033,-0.00034,-0.00033,0.00892,0.00925,0.00943,0.00959,0.00969,0.00965,99.14,98.19,98.42,98.49,98.39,98.62,0.23,0.23,0.28,0.28,0.23,0.25,-218.41,-147.27,-48.35,-50.3,-54.42,-49,-2.84,-11.58,-18.81,-19.85,-8.52,-7.69,-0.00541,-0.00533,-0.00521,-0.00531,-0.00543,-0.00542,-0.00639,-0.00838,-0.00404,-0.00491,-0.00545,-0.00452,-0.00467,-0.00138,-0.00173,-0.00291,-0.00298,-0.00352,-85.81,-90.08,-91.71,-89.06,-92.65,-85.12,1.29,1.29,1.29,1.29,1.29,1.29,0,2,0
20.46,21.26,22.05,26,26.87,23.68,24.73,29.23,31.23,20.96,25.91,28.33,-0.00087,-0.00089,-0.0009,-0.00066,-0.00066,-0.00082,-0.00069,-0.00069,-0.00069,-0.00058,-0.00058,-0.00064,-0.00052,-0.00052,-0.00051,-0.00046,-0.00045,-0.00048,-1.32651,-0.00037,-0.00036,-0.00033,-0.00033,-0.00034,0.00854,0.00892,0.00925,0.00943,0.00959,0.00969,99.54,99.14,98.19,98.42,98.49,98.39,0.23,0.23,0.23,0.28,0.28,0.23,-179.73,-218.41,-147.27,-48.35,-50.3,-54.42,-2.02,-2.84,-11.58,-18.81,-19.85,-8.52,-0.00548,-0.00541,-0.00533,-0.00521,-0.00531,-0.00543,-0.00575,-0.00639,-0.00838,-0.00404,-0.00491,-0.00545,-0.00463,-0.00467,-0.00138,-0.00173,-0.00291,-0.00298,-89.18,-85.81,-90.08,-91.71,-89.06,-92.65,1.2893,1.2893,1.2893,1.2893,1.2893,1.2893,4,2,0
19.48,20.46,21.26,22.05,26,26.87,19.53,24.73,29.23,31.23,20.96,25.91,-0.00088,-0.00087,-0.00089,-0.0009,-0.00066,-0.00066,-0.0007,-0.00069,-0.00069,-0.00069,-0.00058,-0.00058,-0.00053,-0.00052,-0.00052,-0.00051,-0.00046,-0.00045,-1.32614,-0.00037,-0.00037,-0.00036,-0.00033,-0.00033,0.00787,0.00854,0.00892,0.00925,0.00943,0.00959,99.6,99.54,99.14,98.19,98.42,98.49,0.22,0.23,0.23,0.23,0.28,0.28,-164.64,-179.73,-218.41,-147.27,-48.35,-50.3,-4,-2.02,-2.84,-11.58,-18.81,-19.85,-0.00554,-0.00548,-0.00541,-0.00533,-0.00521,-0.00531,-0.00709,-0.00575,-0.00639,-0.00838,-0.00404,-0.00491,-0.00402,-0.00463,-0.00467,-0.00138,-0.00173,-0.00291,-86.18,-89.18,-85.81,-90.08,-91.71,-89.06,1.2884,1.2884,1.2884,1.2884,1.2884,1.2884,8,2,0
20.33,19.48,20.46,21.26,22.05,26,21.06,19.53,24.73,29.23,31.23,20.96,-0.00078,-0.00088,-0.00087,-0.00089,-0.0009,-0.00066,-0.00066,-0.0007,-0.00069,-0.00069,-0.00069,-0.00058,-0.00051,-0.00053,-0.00052,-0.00052,-0.00051,-0.00046,-1.32576,-0.00038,-0.00037,-0.00037,-0.00036,-0.00033,0.00697,0.00787,0.00854,0.00892,0.00925,0.00943,99.6,99.6,99.54,99.14,98.19,98.42,0.24,0.22,0.23,0.23,0.23,0.28,-130.1,-164.64,-179.73,-218.41,-147.27,-48.35,-5.73,-4,-2.02,-2.84,-11.58,-18.81,-0.00552,-0.00554,-0.00548,-0.00541,-0.00533,-0.00521,-0.00708,-0.00709,-0.00575,-0.00639,-0.00838,-0.00404,-0.00353,-0.00402,-0.00463,-0.00467,-0.00138,-0.00173,-79.83,-86.18,-89.18,-85.81,-90.08,-91.71,1.2885,1.2885,1.2885,1.2885,1.2885,1.2885,12,2,0
19.95,20.33,19.48,20.46,21.26,22.05,28.3,21.06,19.53,24.73,29.23,31.23,-0.00073,-0.00078,-0.00088,-0.00087,-0.00089,-0.0009,-0.00065,-0.00066,-0.0007,-0.00069,-0.00069,-0.00069,-0.00051,-0.00051,-0.00053,-0.00052,-0.00052,-0.00051,-1.32539,-0.00037,-0.00038,-0.00037,-0.00037,-0.00036,0.00568,0.00697,0.00787,0.00854,0.00892,0.00925,99.58,99.6,99.6,99.54,99.14,98.19,0.23,0.24,0.22,0.23,0.23,0.23,-89.23,-130.1,-164.64,-179.73,-218.41,-147.27,-7.88,-5.73,-4,-2.02,-2.84,-11.58,-0.00546,-0.00552,-0.00554,-0.00548,-0.00541,-0.00533,-0.00499,-0.00708,-0.00709,-0.00575,-0.00639,-0.00838,-0.00146,-0.00353,-0.00402,-0.00463,-0.00467,-0.00138,-82.31,-79.83,-86.18,-89.18,-85.81,-90.08,1.2882,1.2882,1.2882,1.2882,1.2882,1.2882,16,2,0
33.92,19.95,20.33,19.48,20.46,21.26,50.22,28.3,21.06,19.53,24.73,29.23,-0.00034,-0.00073,-0.00078,-0.00088,-0.00087,-0.00089,-0.00049,-0.00065,-0.00066,-0.0007,-0.00069,-0.00069,-0.00043,-0.00051,-0.00051,-0.00053,-0.00052,-0.00052,-1.32502,-0.00037,-0.00037,-0.00038,-0.00037,-0.00037,0.00361,0.00568,0.00697,0.00787,0.00854,0.00892,99.7,99.58,99.6,99.6,99.54,99.14,0.37,0.23,0.24,0.22,0.23,0.23,-35.98,-89.23,-130.1,-164.64,-179.73,-218.41,-5.45,-7.88,-5.73,-4,-2.02,-2.84,-0.00508,-0.00546,-0.00552,-0.00554,-0.00548,-0.00541,-0.00402,-0.00499,-0.00708,-0.00709,-0.00575,-0.00639,0.0005,-0.00146,-0.00353,-0.00402,-0.00463,-0.00467,-56.4,-82.31,-79.83,-86.18,-89.18,-85.81,1.2916,1.2916,1.2916,1.2916,1.2916,1.2916,20,2,0
42.01,33.92,19.95,20.33,19.48,20.46,74.28,50.22,28.3,21.06,19.53,24.73,-0.00008,-0.00034,-0.00073,-0.00078,-0.00088,-0.00087,-0.00038,-0.00049,-0.00065,-0.00066,-0.0007,-0.00069,-0.00038,-0.00043,-0.00051,-0.00051,-0.00053,-0.00052,-1.32469,-0.00033,-0.00037,-0.00037,-0.00038,-0.00037,0.00328,0.00361,0.00568,0.00697,0.00787,0.00854,99.77,99.7,99.58,99.6,99.6,99.54,0.61,0.37,0.23,0.24,0.22,0.23,40.39,-35.98,-89.23,-130.1,-164.64,-179.73,-0.99,-5.45,-7.88,-5.73,-4,-2.02,-0.00453,-0.00508,-0.00546,-0.00552,-0.00554,-0.00548,-0.00106,-0.00402,-0.00499,-0.00708,-0.00709,-0.00575,0.00326,0.0005,-0.00146,-0.00353,-0.00402,-0.00463,-33.44,-56.4,-82.31,-79.83,-86.18,-89.18,1.294,1.294,1.294,1.294,1.294,1.294,0,3,1
41.88,42.01,33.92,19.95,20.33,19.48,82.49,74.28,50.22,28.3,21.06,19.53,-0.00007,-0.00008,-0.00034,-0.00073,-0.00078,-0.00088,-0.00037,-0.00038,-0.00049,-0.00065,-0.00066,-0.0007,-0.00037,-0.00038,-0.00043,-0.00051,-0.00051,-0.00053,-1.32438,-0.0003,-0.00033,-0.00037,-0.00037,-0.00038,0.00324,0.00328,0.00361,0.00568,0.00697,0.00787,99.88,99.77,99.7,99.58,99.6,99.6,0.61,0.61,0.37,0.23,0.24,0.22,58.49,40.39,-35.98,-89.23,-130.1,-164.64,-0.53,-0.99,-5.45,-7.88,-5.73,-4,-0.00405,-0.00453,-0.00508,-0.00546,-0.00552,-0.00554,0.00073,-0.00106,-0.00402,-0.00499,-0.00708,-0.00709,0.00249,0.00326,0.0005,-0.00146,-0.00353,-0.00402,-20.55,-33.44,-56.4,-82.31,-79.83,-86.18,1.294,1.294,1.294,1.294,1.294,1.294,4,3,1
39.32,41.88,42.01,33.92,19.95,20.33,77.29,82.49,74.28,50.22,28.3,21.06,-0.00018,-0.00007,-0.00008,-0.00034,-0.00073,-0.00078,-0.0004,-0.00037,-0.00038,-0.00049,-0.00065,-0.00066,-0.00039,-0.00037,-0.00038,-0.00043,-0.00051,-0.00051,-1.32408,-0.0003,-0.0003,-0.00033,-0.00037,-0.00037,0.00315,0.00324,0.00328,0.00361,0.00568,0.00697,99.83,99.88,99.77,99.7,99.58,99.6,0.51,0.61,0.61,0.37,0.23,0.24,34.38,58.49,40.39,-35.98,-89.23,-130.1,-1.55,-0.53,-0.99,-5.45,-7.88,-5.73,-0.00372,-0.00405,-0.00453,-0.00508,-0.00546,-0.00552,-0.00047,0.00073,-0.00106,-0.00402,-0.00499,-0.00708,0.00133,0.00249,0.00326,0.0005,-0.00146,-0.00353,-30.72,-20.55,-33.44,-56.4,-82.31,-79.83,1.2928,1.2928,1.2928,1.2928,1.2928,1.2928,8,3,0
44.89,39.32,41.88,42.01,33.92,19.95,75.84,77.29,82.49,74.28,50.22,28.3,0.00001,-0.00018,-0.00007,-0.00008,-0.00034,-0.00073,-0.00031,-0.0004,-0.00037,-0.00038,-0.00049,-0.00065,-0.00034,-0.00039,-0.00037,-0.00038,-0.00043,-0.00051,-1.32377,-0.00031,-0.0003,-0.0003,-0.00033,-0.00037,0.00315,0.00315,0.00324,0.00328,0.00361,0.00568,99.93,99.83,99.88,99.77,99.7,99.58,0.66,0.51,0.61,0.61,0.37,0.23,78.31,34.38,58.49,40.39,-35.98,-89.23,1.12,-1.55,-0.53,-0.99,-5.45,-7.88,-0.00328,-0.00372,-0.00405,-0.00453,-0.00508,-0.00546,-0.00058,-0.00047,0.00073,-0.00106,-0.00402,-0.00499,0.0033,0.00133,0.00249,0.00326,0.0005,-0.00146,-16.34,-30.72,-20.55,-33.44,-56.4,-82.31,1.2946,1.2946,1.2946,1.2946,1.2946,1.2946,12,3,1
40.5,44.89,39.32,41.88,42.01,33.92,64.52,75.84,77.29,82.49,74.28,50.22,-0.00018,0.00001,-0.00018,-0.00007,-0.00008,-0.00034,-0.00038,-0.00031,-0.0004,-0.00037,-0.00038,-0.00049,-0.00037,-0.00034,-0.00039,-0.00037,-0.00038,-0.00043,-1.32348,-0.00029,-0.00031,-0.0003,-0.0003,-0.00033,0.00308,0.00315,0.00315,0.00324,0.00328,0.00361,99.92,99.93,99.83,99.88,99.77,99.7,0.49,0.66,0.51,0.61,0.61,0.37,28.43,78.31,34.38,58.49,40.39,-35.98,-1.85,1.12,-1.55,-0.53,-0.99,-5.45,-0.00305,-0.00328,-0.00372,-0.00405,-0.00453,-0.00508,-0.00329,-0.00058,-0.00047,0.00073,-0.00106,-0.00402,0.00246,0.0033,0.00133,0.00249,0.00326,0.0005,-34.91,-16.34,-30.72,-20.55,-33.44,-56.4,1.2927,1.2927,1.2927,1.2927,1.2927,1.2927,16,3,0
36.55,40.5,44.89,39.32,41.88,42.01,51.99,64.52,75.84,77.29,82.49,74.28,-0.00035,-0.00018,0.00001,-0.00018,-0.00007,-0.00008,-0.00044,-0.00038,-0.00031,-0.0004,-0.00037,-0.00038,-0.00041,-0.00037,-0.00034,-0.00039,-0.00037,-0.00038,-1.32317,-0.00031,-0.00029,-0.00031,-0.0003,-0.0003,0.00299,0.00308,0.00315,0.00315,0.00324,0.00328,99.7,99.92,99.93,99.83,99.88,99.77,0.32,0.49,0.66,0.51,0.61,0.61,-21.34,28.43,78.31,34.38,58.49,40.39,-2.48,-1.85,1.12,-1.55,-0.53,-0.99,-0.003,-0.00305,-0.00328,-0.00372,-0.00405,-0.00453,-0.00429,-0.00329,-0.00058,-0.00047,0.00073,-0.00106,0.00068,0.00246,0.0033,0.00133,0.00249,0.00326,-53.97,-34.91,-16.34,-30.72,-20.55,-33.44,1.2907,1.2907,1.2907,1.2907,1.2907,1.2907,20,3,0
39.36,36.55,40.5,44.89,39.32,41.88,38.3,51.99,64.52,75.84,77.29,82.49,-0.00023,-0.00035,-0.00018,0.00001,-0.00018,-0.00007,-0.00039,-0.00044,-0.00038,-0.00031,-0.0004,-0.00037,-0.00038,-0.00041,-0.00037,-0.00034,-0.00039,-0.00037,-1.32285,-0.00032,-0.00031,-0.00029,-0.00031,-0.0003,0.00284,0.00299,0.00308,0.00315,0.00315,0.00324,99.82,99.7,99.92,99.93,99.83,99.88,0.43,0.32,0.49,0.66,0.51,0.61,0.56,-21.34,28.43,78.31,34.38,58.49,0.31,-2.48,-1.85,1.12,-1.55,-0.53,-0.00285,-0.003,-0.00305,-0.00328,-0.00372,-0.00405,-0.0023,-0.00429,-0.00329,-0.00058,-0.00047,0.00073,-0.00061,0.00068,0.00246,0.0033,0.00133,0.00249,-45.55,-53.97,-34.91,-16.34,-30.72,-20.55,1.2916,1.2916,1.2916,1.2916,1.2916,1.2916,0,4,0
38.29,39.36,36.55,40.5,44.89,39.32,34.97,38.3,51.99,64.52,75.84,77.29,-0.00026,-0.00023,-0.00035,-0.00018,0.00001,-0.00018,-0.00039,-0.00039,-0.00044,-0.00038,-0.00031,-0.0004,-0.00038,-0.00038,-0.00041,-0.00037,-0.00034,-0.00039,-1.32254,-0.00031,-0.00032,-0.00031,-0.00029,-0.00031,0.00273,0.00284,0.00299,0.00308,0.00315,0.00315,100.02,99.82,99.7,99.92,99.93,99.83,0.39,0.43,0.32,0.49,0.66,0.51,10.53,0.56,-21.34,28.43,78.31,34.38,0.31,0.31,-2.48,-1.85,1.12,-1.55,-0.00274,-0.00285,-0.003,-0.00305,-0.00328,-0.00372,-0.00133,-0.0023,-0.00429,-0.00329,-0.00058,-0.00047,0.00015,-0.00061,0.00068,0.00246,0.0033,0.00133,-50.48,-45.55,-53.97,-34.91,-16.34,-30.72,1.2911,1.2911,1.2911,1.2911,1.2911,1.2911,4,4,0
37.09,38.29,39.36,36.55,40.5,44.89,35.44,34.97,38.3,51.99,64.52,75.84,-0.00029,-0.00026,-0.00023,-0.00035,-0.00018,0.00001,-0.0004,-0.00039,-0.00039,-0.00044,-0.00038,-0.00031,-0.00039,-0.00038,-0.00038,-0.00041,-0.00037,-0.00034,-1.32222,-0.00031,-0.00031,-0.00032,-0.00031,-0.00029,0.00262,0.00273,0.00284,0.00299,0.00308,0.00315,100.04,100.02,99.82,99.7,99.92,99.93,0.35,0.39,0.43,0.32,0.49,0.66,-19.17,10.53,0.56,-21.34,28.43,78.31,0.39,0.31,0.31,-2.48,-1.85,1.12,-0.00267,-0.00274,-0.00285,-0.003,-0.00305,-0.00328,-0.00185,-0.00133,-0.0023,-0.00429,-0.00329,-0.00058,-0.00042,0.00015,-0.00061,0.00068,0.00246,0.0033,-55.9,-50.48,-45.55,-53.97,-34.91,-16.34,1.2905,1.2905,1.2905,1.2905,1.2905,1.2905,8,4,0
42.76,37.09,38.29,39.36,36.55,40.5,42.27,35.44,34.97,38.3,51.99,64.52,-0.0001,-0.00029,-0.00026,-0.00023,-0.00035,-0.00018,-0.00032,-0.0004,-0.00039,-0.00039,-0.00044,-0.00038,-0.00035,-0.00039,-0.00038,-0.00038,-0.00041,-0.00037,-1.32191,-0.00032,-0.00031,-0.00031,-0.00032,-0.00031,0.00253,0.00262,0.00273,0.00284,0.00299,0.00308,100.22,100.04,100.02,99.82,99.7,99.92,0.56,0.35,0.39,0.43,0.32,0.49,20.08,-19.17,10.53,0.56,-21.34,28.43,2.56,0.39,0.31,0.31,-2.48,-1.85,-0.00245,-0.00267,-0.00274,-0.00285,-0.003,-0.00305,-0.00237,-0.00185,-0.00133,-0.0023,-0.00429,-0.00329,0.00191,-0.00042,0.00015,-0.00061,0.00068,0.00246,-39.94,-55.9,-50.48,-45.55,-53.97,-34.91,1.2921,1.2921,1.2921,1.2921,1.2921,1.2921,12,4,0
46.03,42.76,37.09,38.29,39.36,36.55,52.31,42.27,35.44,34.97,38.3,51.99,0.00001,-0.0001,-0.00029,-0.00026,-0.00023,-0.00035,-0.00026,-0.00032,-0.0004,-0.00039,-0.00039,-0.00044,-0.00032,-0.00035,-0.00039,-0.00038,-0.00038,-0.00041,-1.32161,-0.0003,-0.00032,-0.00031,-0.00031,-0.00032,0.00253,0.00253,0.00262,0.00273,0.00284,0.00299,100.37,100.22,100.04,100.02,99.82,99.7,0.69,0.56,0.35,0.39,0.43,0.32,60.55,20.08,-19.17,10.53,0.56,-21.34,4.43,2.56,0.39,0.31,0.31,-2.48,-0.00217,-0.00245,-0.00267,-0.00274,-0.00285,-0.003,-0.00108,-0.00237,-0.00185,-0.00133,-0.0023,-0.00429,0.00296,0.00191,-0.00042,0.00015,-0.00061,0.00068,-29.98,-39.94,-55.9,-50.48,-45.55,-53.97,1.2932,1.2932,1.2932,1.2932,1.2932,1.2932,16,4,0
44.59,46.03,42.76,37.09,38.29,39.36,62.13,52.31,42.27,35.44,34.97,38.3,-0.00005,0.00001,-0.0001,-0.00029,-0.00026,-0.00023,-0.00028,-0.00026,-0.00032,-0.0004,-0.00039,-0.00039,-0.00032,-0.00032,-0.00035,-0.00039,-0.00038,-0.00038,-1.32133,-0.00028,-0.0003,-0.00032,-0.00031,-0.00031,0.00248,0.00253,0.00253,0.00262,0.00273,0.00284,100.32,100.37,100.22,100.04,100.02,99.82,0.64,0.69,0.56,0.35,0.39,0.43,54.12,60.55,20.08,-19.17,10.53,0.56,6.11,4.43,2.56,0.39,0.31,0.31,-0.00197,-0.00217,-0.00245,-0.00267,-0.00274,-0.00285,-0.00036,-0.00108,-0.00237,-0.00185,-0.00133,-0.0023,0.00289,0.00296,0.00191,-0.00042,0.00015,-0.00061,-40.72,-29.98,-39.94,-55.9,-50.48,-45.55,1.2926,1.2926,1.2926,1.2926,1.2926,1.2926,20,4,0
43.74,44.59,46.03,42.76,37.09,38.29,55.58,62.13,52.31,42.27,35.44,34.97,-0.00007,-0.00005,0.00001,-0.0001,-0.00029,-0.00026,-0.00028,-0.00028,-0.00026,-0.00032,-0.0004,-0.00039,-0.00032,-0.00032,-0.00032,-0.00035,-0.00039,-0.00038,-1.32104,-0.00029,-0.00028,-0.0003,-0.00032,-0.00031,0.00243,0.00248,0.00253,0.00253,0.00262,0.00273,100.32,100.32,100.37,100.22,100.04,100.02,0.62,0.64,0.69,0.56,0.35,0.39,3.54,54.12,60.55,20.08,-19.17,10.53,0.42,6.11,4.43,2.56,0.39,0.31,-0.00181,-0.00197,-0.00217,-0.00245,-0.00267,-0.00274,-0.00074,-0.00036,-0.00108,-0.00237,-0.00185,-0.00133,0.00128,0.00289,0.00296,0.00191,-0.00042,0.00015,-48.89,-40.72,-29.98,-39.94,-55.9,-50.48,1.2923,1.2923,1.2923,1.2923,1.2923,1.2923,0,5,0
